 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  12. 9.2023    Time:  13:49:36
 Units: L = cm   , T = days , M = mmol 



                               Node( 31)

         time            h        theta    Temp  
        706.0000     -227.47  0.1825   20.000
        707.0000     -233.87  0.1801   20.000
        708.0000     -240.66  0.1775   20.000
        709.0000     -248.35  0.1751   20.000
        710.0000     -253.40  0.1736   20.000
        711.0000     -196.71  0.1944   20.000
        712.0000     -135.42  0.2269   20.000
        713.0000     -131.69  0.2293   20.000
        714.0000     -144.32  0.2212   20.000
        715.0000     -153.23  0.2156   20.000
        716.0000     -161.80  0.2113   20.000
        717.0000     -152.14  0.2162   20.000
        718.0000     -122.36  0.2353   20.000
        719.0000     -126.87  0.2324   20.000
        720.0000     -139.40  0.2244   20.000
        721.0000     -150.62  0.2171   20.000
        722.0000     -159.81  0.2123   20.000
        723.0000     -168.57  0.2079   20.000
        724.0000     -175.61  0.2043   20.000
        725.0000     -177.20  0.2036   20.000
        726.0000     -181.04  0.2017   20.000
        727.0000     -186.90  0.1987   20.000
        728.0000     -192.88  0.1958   20.000
        729.0000     -198.33  0.1937   20.000
        730.0000     -203.90  0.1916   20.000
end
