

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   202.00000 -0.412026E+02  0.476340E+02 -0.412179E+02  0.388520E+02 -0.471314E+01  -9069.412  -4527.763   -550.100     202
   203.00000 -0.412026E+02  0.481502E+02 -0.412179E+02  0.389626E+02 -0.471950E+01  -8628.877  -4852.858   -548.461     203
   204.00000 -0.412026E+02  0.486353E+02 -0.412179E+02  0.390557E+02 -0.472588E+01  -8455.920  -5119.990   -547.598     204
   205.00000 -0.420126E+02  0.489759E+02 -0.420280E+02  0.392241E+02 -0.473227E+01   -340.776  -3062.640   -547.143     205
   206.00000 -0.420089E+02  0.494642E+02 -0.420244E+02  0.395731E+02 -0.473866E+01  -1114.756  -2999.688   -547.578     206
   207.00000 -0.420041E+02  0.499780E+02 -0.420186E+02  0.398768E+02 -0.474501E+01  -2646.035  -3935.668   -548.767     207
   208.00000 -0.420141E+02  0.504249E+02 -0.420283E+02  0.400700E+02 -0.475132E+01  -3680.018  -4858.079   -550.440     208
   209.00000 -0.425141E+02  0.508645E+02 -0.425283E+02  0.402574E+02 -0.475756E+01   -480.370  -4060.731   -552.563     209
   210.00000 -0.425941E+02  0.512105E+02 -0.426083E+02  0.404511E+02 -0.476371E+01   -898.282  -3802.301   -555.094     210
   211.00000 -0.465941E+02  0.512664E+02 -0.466083E+02  0.404981E+02 -0.476978E+01    -87.911   -347.714   -557.926     211
   212.00000 -0.465897E+02  0.516632E+02 -0.466040E+02  0.408949E+02 -0.477573E+01   -261.404   -286.952   -561.029     212
   213.00000 -0.465579E+02  0.520944E+02 -0.465724E+02  0.413261E+02 -0.478157E+01   -388.635   -379.468   -564.356     213
   214.00000 -0.465289E+02  0.525338E+02 -0.465435E+02  0.417655E+02 -0.478726E+01   -564.325   -495.114   -567.762     214
   215.00000 -0.474589E+02  0.526727E+02 -0.474735E+02  0.419044E+02 -0.479286E+01   -206.893   -352.518   -571.065     215
   216.00000 -0.474589E+02  0.530774E+02 -0.474746E+02  0.423091E+02 -0.479835E+01   -383.243   -411.875   -573.845     216
   217.00000 -0.474497E+02  0.535276E+02 -0.474658E+02  0.427593E+02 -0.480375E+01   -564.572   -525.036   -575.670     217
   218.00000 -0.474187E+02  0.539700E+02 -0.474347E+02  0.432017E+02 -0.480911E+01   -931.058   -699.013   -576.636     218
   219.00000 -0.476787E+02  0.543881E+02 -0.476947E+02  0.436198E+02 -0.481446E+01   -527.896   -756.363   -576.764     219
   220.00000 -0.476787E+02  0.547235E+02 -0.476941E+02  0.439552E+02 -0.481982E+01  -1025.473   -943.261   -576.006     220
   221.00000 -0.480487E+02  0.550183E+02 -0.480641E+02  0.442500E+02 -0.482522E+01   -454.166   -887.613   -574.716     221
   222.00000 -0.485087E+02  0.551777E+02 -0.485233E+02  0.444094E+02 -0.483068E+01   -349.223   -736.510   -573.158     222
   223.00000 -0.494487E+02  0.553257E+02 -0.494633E+02  0.445574E+02 -0.483618E+01   -213.952   -492.345   -571.652     223
   224.00000 -0.494687E+02  0.556016E+02 -0.494833E+02  0.448333E+02 -0.484174E+01   -409.244   -500.895   -570.424     224
   225.00000 -0.494830E+02  0.559957E+02 -0.494976E+02  0.452274E+02 -0.484733E+01   -585.586   -610.971   -569.601     225
   226.00000 -0.494830E+02  0.564336E+02 -0.494979E+02  0.456653E+02 -0.485294E+01   -902.795   -804.542   -569.280     226
   227.00000 -0.494553E+02  0.568885E+02 -0.494697E+02  0.461176E+02 -0.485855E+01  -2071.532  -1173.635   -569.398     227
   228.00000 -0.494151E+02  0.573421E+02 -0.494242E+02  0.465099E+02 -0.486415E+01 -30315.822  -2482.237   -569.843     228
   229.00000 -0.514151E+02  0.576798E+02 -0.514243E+02  0.468339E+02 -0.486973E+01   -163.190   -687.607   -570.497     229
   230.00000 -0.514355E+02  0.580369E+02 -0.514447E+02  0.471910E+02 -0.487529E+01   -421.915   -599.517   -571.386     230
   231.00000 -0.514206E+02  0.583652E+02 -0.514296E+02  0.475192E+02 -0.488080E+01   -639.712   -701.681   -572.498     231
   232.00000 -0.532606E+02  0.584684E+02 -0.532695E+02  0.476225E+02 -0.488627E+01   -141.936   -340.738   -573.774     232
   233.00000 -0.532606E+02  0.587922E+02 -0.532701E+02  0.479463E+02 -0.489170E+01   -309.187   -352.889   -575.266     233
   234.00000 -0.555106E+02  0.591738E+02 -0.555201E+02  0.483279E+02 -0.489707E+01   -113.358   -186.331   -576.950     234
   235.00000 -0.566506E+02  0.593618E+02 -0.566601E+02  0.485159E+02 -0.490237E+01   -130.591   -164.305   -578.805     235
   236.00000 -0.566234E+02  0.597080E+02 -0.566339E+02  0.488621E+02 -0.490761E+01   -227.042   -222.499   -580.581     236
   237.00000 -0.566229E+02  0.600207E+02 -0.566331E+02  0.491748E+02 -0.491285E+01   -283.056   -271.258   -579.674     237
   238.00000 -0.566136E+02  0.604116E+02 -0.566249E+02  0.495656E+02 -0.491827E+01   -353.074   -324.777   -572.187     238
   239.00000 -0.565966E+02  0.607825E+02 -0.566075E+02  0.499366E+02 -0.492419E+01   -448.875   -391.753   -555.972     239
   240.00000 -0.567266E+02  0.610231E+02 -0.567375E+02  0.501772E+02 -0.493069E+01   -394.523   -406.599   -534.207     240
   241.00000 -0.579066E+02  0.610854E+02 -0.579175E+02  0.502395E+02 -0.493803E+01   -165.428   -255.225   -509.999     241
   242.00000 -0.585966E+02  0.611202E+02 -0.586074E+02  0.502743E+02 -0.494618E+01   -168.818   -212.424   -488.710     242
   243.00000 -0.585966E+02  0.612403E+02 -0.586080E+02  0.503944E+02 -0.495536E+01   -241.492   -243.800   -474.118     243
   244.00000 -0.586585E+02  0.615100E+02 -0.586699E+02  0.506640E+02 -0.496580E+01   -283.600   -282.517   -459.637     244
   245.00000 -0.586353E+02  0.617701E+02 -0.586467E+02  0.509242E+02 -0.497780E+01   -353.402   -326.558   -443.570     245
   246.00000 -0.587053E+02  0.620840E+02 -0.587167E+02  0.512381E+02 -0.499119E+01   -373.783   -364.765   -426.625     246
   247.00000 -0.609652E+02  0.621716E+02 -0.609766E+02  0.513256E+02 -0.500607E+01   -107.986   -162.905   -410.700     247
   248.00000 -0.610652E+02  0.623228E+02 -0.610766E+02  0.514769E+02 -0.502232E+01   -192.786   -198.210   -397.549     248
   249.00000 -0.615153E+02  0.623809E+02 -0.615266E+02  0.515350E+02 -0.503976E+01   -173.595   -192.741   -384.786     249
   250.00000 -0.642653E+02  0.624351E+02 -0.642766E+02  0.515892E+02 -0.505977E+01    -81.174   -100.891   -368.537     250
   251.00000 -0.642498E+02  0.626715E+02 -0.642619E+02  0.518256E+02 -0.508610E+01   -159.523   -150.739   -333.771     251
   252.00000 -0.642498E+02  0.629119E+02 -0.642620E+02  0.520660E+02 -0.512983E+01   -194.237   -182.480   -278.913     252
   253.00000 -0.642324E+02  0.631514E+02 -0.642445E+02  0.523055E+02 -0.520131E+01   -226.477   -209.560   -241.932     253
   254.00000 -0.643002E+02  0.634477E+02 -0.643123E+02  0.526018E+02 -0.529398E+01   -243.837   -231.959   -223.683     254
   255.00000 -0.643002E+02  0.636987E+02 -0.643121E+02  0.528528E+02 -0.540328E+01   -280.983   -257.816   -217.611     255
   256.00000 -0.642353E+02  0.639708E+02 -0.642474E+02  0.531249E+02 -0.551547E+01   -336.071   -290.659   -217.305     256
   257.00000 -0.641674E+02  0.642349E+02 -0.641793E+02  0.533890E+02 -0.562504E+01   -393.219   -326.216   -219.553     257
   258.00000 -0.641674E+02  0.644151E+02 -0.641772E+02  0.535692E+02 -0.572706E+01   -410.977   -351.834   -223.715     258
   259.00000 -0.641044E+02  0.646847E+02 -0.641165E+02  0.538388E+02 -0.582168E+01   -471.343   -378.634   -228.753     259
   260.00000 -0.640814E+02  0.648981E+02 -0.640921E+02  0.540522E+02 -0.590814E+01   -520.786   -416.235   -234.284     260
   261.00000 -0.681615E+02  0.649144E+02 -0.681721E+02  0.540685E+02 -0.599021E+01    -70.147    -98.203   -240.158     261
   262.00000 -0.681122E+02  0.651224E+02 -0.681232E+02  0.542765E+02 -0.606604E+01   -163.046   -153.996   -240.936     262
   263.00000 -0.680390E+02  0.653450E+02 -0.680501E+02  0.544991E+02 -0.615775E+01   -205.917   -188.955   -225.102     263
   264.00000 -0.679673E+02  0.655609E+02 -0.679783E+02  0.547150E+02 -0.627499E+01   -240.334   -216.958   -211.670     264
   265.00000 -0.678924E+02  0.657726E+02 -0.679034E+02  0.549267E+02 -0.640316E+01   -275.513   -243.702   -205.509     265
   266.00000 -0.678264E+02  0.659735E+02 -0.678371E+02  0.551276E+02 -0.653282E+01   -306.739   -267.963   -205.928     266
   267.00000 -0.677732E+02  0.661881E+02 -0.677842E+02  0.553422E+02 -0.665788E+01   -335.490   -290.450   -208.581     267
   268.00000 -0.677297E+02  0.663640E+02 -0.677397E+02  0.555181E+02 -0.677639E+01   -366.782   -314.634   -212.899     268
   269.00000 -0.677297E+02  0.664656E+02 -0.677379E+02  0.556196E+02 -0.688708E+01   -370.124   -327.418   -217.936     269
   270.00000 -0.695797E+02  0.666073E+02 -0.695879E+02  0.557614E+02 -0.699349E+01   -119.416   -168.760   -223.416     270
   271.00000 -0.725628E+02  0.667973E+02 -0.725710E+02  0.559513E+02 -0.709209E+01    -75.922    -92.756   -227.685     271
   272.00000 -0.725428E+02  0.669862E+02 -0.725510E+02  0.561403E+02 -0.720091E+01   -150.266   -140.792   -209.130     272
   273.00000 -0.724585E+02  0.671799E+02 -0.724668E+02  0.563340E+02 -0.736163E+01   -188.028   -171.424   -182.904     273
   274.00000 -0.723862E+02  0.673667E+02 -0.723945E+02  0.565207E+02 -0.757096E+01   -216.120   -195.137   -173.590     274
   275.00000 -0.723166E+02  0.675392E+02 -0.723247E+02  0.566932E+02 -0.778852E+01   -240.569   -215.695   -172.713     275
   276.00000 -0.722726E+02  0.677124E+02 -0.722806E+02  0.568664E+02 -0.799257E+01   -258.166   -231.774   -176.339     276
   277.00000 -0.722726E+02  0.677767E+02 -0.722779E+02  0.569307E+02 -0.817988E+01   -267.555   -244.172   -180.962     277
   278.00000 -0.726321E+02  0.679183E+02 -0.726375E+02  0.570724E+02 -0.835711E+01   -208.048   -221.986   -186.208     278
   279.00000 -0.727121E+02  0.679441E+02 -0.727175E+02  0.570982E+02 -0.851513E+01   -226.171   -222.279   -191.651     279
   280.00000 -0.726777E+02  0.680758E+02 -0.726837E+02  0.572298E+02 -0.865944E+01   -257.599   -238.460   -196.830     280
   281.00000 -0.725877E+02  0.682175E+02 -0.725938E+02  0.573715E+02 -0.879631E+01   -296.075   -261.476   -201.277     281
   282.00000 -0.725216E+02  0.683507E+02 -0.725276E+02  0.575047E+02 -0.892667E+01   -319.396   -280.115   -205.880     282
   283.00000 -0.725087E+02  0.684570E+02 -0.725140E+02  0.576110E+02 -0.904781E+01   -323.327   -291.162   -210.896     283
   284.00000 -0.724712E+02  0.685810E+02 -0.724770E+02  0.577350E+02 -0.916126E+01   -340.967   -303.156   -216.141     284
   285.00000 -0.724168E+02  0.686994E+02 -0.724224E+02  0.578534E+02 -0.926682E+01   -367.723   -320.280   -221.461     285
   286.00000 -0.724035E+02  0.688150E+02 -0.724091E+02  0.579691E+02 -0.936445E+01   -369.676   -329.853   -226.814     286
   287.00000 -0.723183E+02  0.689314E+02 -0.723239E+02  0.580855E+02 -0.945415E+01   -423.391   -351.987   -232.165     287
   288.00000 -0.722382E+02  0.690403E+02 -0.722436E+02  0.581943E+02 -0.953593E+01   -463.135   -374.278   -237.535     288
   289.00000 -0.721538E+02  0.691486E+02 -0.721592E+02  0.583027E+02 -0.961035E+01   -509.569   -397.175   -243.304     289
   290.00000 -0.720822E+02  0.692558E+02 -0.720875E+02  0.584098E+02 -0.968078E+01   -544.106   -418.523   -249.975     290
   291.00000 -0.729122E+02  0.692965E+02 -0.729175E+02  0.584505E+02 -0.974900E+01   -200.665   -283.376   -256.366     291
   292.00000 -0.729322E+02  0.694144E+02 -0.729375E+02  0.585685E+02 -0.981336E+01   -294.254   -296.044   -262.516     292
   293.00000 -0.730422E+02  0.694698E+02 -0.730475E+02  0.586238E+02 -0.987424E+01   -283.668   -294.239   -267.947     293
   294.00000 -0.730922E+02  0.695297E+02 -0.730975E+02  0.586837E+02 -0.993222E+01   -298.991   -299.244   -272.253     294
   295.00000 -0.742422E+02  0.695424E+02 -0.742475E+02  0.586964E+02 -0.998798E+01   -147.935   -199.615   -275.535     295
   296.00000 -0.752421E+02  0.695693E+02 -0.752475E+02  0.587234E+02 -0.100422E+02   -134.818   -162.294   -277.245     296
   297.00000 -0.756621E+02  0.695793E+02 -0.756675E+02  0.587333E+02 -0.100966E+02   -156.188   -167.299   -274.692     297
   298.00000 -0.756397E+02  0.696456E+02 -0.756455E+02  0.587996E+02 -0.101559E+02   -201.625   -192.838   -263.463     298
   299.00000 -0.757997E+02  0.696690E+02 -0.758055E+02  0.588230E+02 -0.102233E+02   -195.349   -197.432   -248.403     299
   300.00000 -0.757997E+02  0.697009E+02 -0.758055E+02  0.588549E+02 -0.103014E+02   -221.819   -212.704   -237.275     300
   301.00000 -0.769097E+02  0.697340E+02 -0.769155E+02  0.588881E+02 -0.103905E+02   -131.016   -156.283   -229.566     301
   302.00000 -0.768696E+02  0.698129E+02 -0.768756E+02  0.589669E+02 -0.104903E+02   -194.262   -184.986   -222.520     302
   303.00000 -0.769795E+02  0.698659E+02 -0.769856E+02  0.590199E+02 -0.106012E+02   -196.596   -193.562   -214.394     303
   304.00000 -0.769688E+02  0.699454E+02 -0.769750E+02  0.590994E+02 -0.107234E+02   -222.924   -210.656   -208.623     304
   305.00000 -0.768951E+02  0.700185E+02 -0.769013E+02  0.591725E+02 -0.108512E+02   -249.494   -228.229   -206.289     305
   306.00000 -0.768395E+02  0.700849E+02 -0.768456E+02  0.592389E+02 -0.109796E+02   -265.918   -242.345   -206.270     306
   307.00000 -0.768025E+02  0.701466E+02 -0.768085E+02  0.593007E+02 -0.111048E+02   -275.927   -252.806   -208.397     307
   308.00000 -0.768025E+02  0.701832E+02 -0.768079E+02  0.593373E+02 -0.112256E+02   -277.105   -258.757   -211.294     308
   309.00000 -0.767328E+02  0.702419E+02 -0.767387E+02  0.593960E+02 -0.113410E+02   -298.681   -270.019   -214.738     309
   310.00000 -0.767227E+02  0.702960E+02 -0.767285E+02  0.594500E+02 -0.114508E+02   -297.100   -275.537   -218.582     310
   311.00000 -0.766875E+02  0.703558E+02 -0.766934E+02  0.595099E+02 -0.115548E+02   -311.096   -284.612   -222.528     311
   312.00000 -0.766573E+02  0.704176E+02 -0.766632E+02  0.595716E+02 -0.116528E+02   -319.993   -292.524   -226.582     312
   313.00000 -0.771673E+02  0.704370E+02 -0.771732E+02  0.595910E+02 -0.117474E+02   -203.666   -239.210   -230.647     313
   314.00000 -0.771673E+02  0.705263E+02 -0.771737E+02  0.596803E+02 -0.118357E+02   -261.108   -253.863   -234.447     314
   315.00000 -0.772491E+02  0.705993E+02 -0.772555E+02  0.597533E+02 -0.119194E+02   -259.601   -258.460   -237.448     315
   316.00000 -0.772491E+02  0.706949E+02 -0.772556E+02  0.598489E+02 -0.119991E+02   -286.086   -272.244   -239.631     316
   317.00000 -0.772068E+02  0.707474E+02 -0.772130E+02  0.599014E+02 -0.120754E+02   -309.377   -285.444   -241.661     317
   318.00000 -0.771944E+02  0.707836E+02 -0.772004E+02  0.599376E+02 -0.121497E+02   -313.072   -292.365   -244.282     318
   319.00000 -0.771944E+02  0.708216E+02 -0.772005E+02  0.599756E+02 -0.122217E+02   -314.305   -296.401   -247.193     319
   320.00000 -0.771845E+02  0.708780E+02 -0.771910E+02  0.600320E+02 -0.122919E+02   -322.328   -302.339   -250.252     320
   321.00000 -0.771845E+02  0.709194E+02 -0.771907E+02  0.600735E+02 -0.123602E+02   -327.988   -308.773   -253.439     321
   322.00000 -0.782145E+02  0.709287E+02 -0.782206E+02  0.600827E+02 -0.124274E+02   -157.902   -209.524   -256.663     322
   323.00000 -0.782245E+02  0.709577E+02 -0.782307E+02  0.601117E+02 -0.124927E+02   -229.566   -227.919   -259.437     323
   324.00000 -0.782245E+02  0.709811E+02 -0.782306E+02  0.601351E+02 -0.125570E+02   -248.637   -241.104   -259.783     324
   325.00000 -0.782245E+02  0.710084E+02 -0.782306E+02  0.601624E+02 -0.126221E+02   -262.271   -252.405   -258.321     325
   326.00000 -0.782245E+02  0.710698E+02 -0.782311E+02  0.602238E+02 -0.126882E+02   -275.653   -263.626   -256.703     326
   327.00000 -0.782245E+02  0.711281E+02 -0.782310E+02  0.602821E+02 -0.127551E+02   -287.242   -273.682   -255.921     327
   328.00000 -0.782237E+02  0.711755E+02 -0.782299E+02  0.603295E+02 -0.128219E+02   -297.563   -282.670   -255.917     328
   329.00000 -0.792537E+02  0.712001E+02 -0.792599E+02  0.603541E+02 -0.128886E+02   -152.232   -196.798   -256.295     329
   330.00000 -0.792537E+02  0.712735E+02 -0.792602E+02  0.604274E+02 -0.129550E+02   -223.380   -220.024   -256.515     330
   331.00000 -0.792487E+02  0.713197E+02 -0.792550E+02  0.604737E+02 -0.130223E+02   -244.120   -235.378   -254.533     331
   332.00000 -0.792083E+02  0.713362E+02 -0.792142E+02  0.604901E+02 -0.130911E+02   -266.131   -249.928   -251.812     332
   333.00000 -0.792083E+02  0.713533E+02 -0.792142E+02  0.605072E+02 -0.131617E+02   -269.282   -256.780   -249.802     333
   334.00000 -0.791972E+02  0.713766E+02 -0.792032E+02  0.605306E+02 -0.132329E+02   -278.873   -264.629   -248.761     334
   335.00000 -0.791590E+02  0.713997E+02 -0.791650E+02  0.605537E+02 -0.133042E+02   -294.052   -274.593   -248.669     335
   336.00000 -0.791327E+02  0.714241E+02 -0.791388E+02  0.605781E+02 -0.133750E+02   -301.047   -281.645   -249.394     336
   337.00000 -0.795827E+02  0.714402E+02 -0.795888E+02  0.605942E+02 -0.134454E+02   -206.957   -239.062   -250.484     337
   338.00000 -0.795572E+02  0.714633E+02 -0.795633E+02  0.606172E+02 -0.135149E+02   -261.531   -253.033   -251.910     338
   339.00000 -0.795372E+02  0.714884E+02 -0.795434E+02  0.606424E+02 -0.135836E+02   -278.041   -264.879   -252.775     339
   340.00000 -0.794796E+02  0.715016E+02 -0.794856E+02  0.606556E+02 -0.136520E+02   -300.005   -277.712   -253.422     340
   341.00000 -0.798495E+02  0.715180E+02 -0.798556E+02  0.606720E+02 -0.137200E+02   -216.319   -243.675   -254.137     341
   342.00000 -0.818172E+02  0.715472E+02 -0.818232E+02  0.607012E+02 -0.137876E+02   -104.089   -135.752   -254.951     342
   343.00000 -0.821309E+02  0.715712E+02 -0.821369E+02  0.607252E+02 -0.138556E+02   -150.331   -155.521   -251.697     343
   344.00000 -0.824409E+02  0.715961E+02 -0.824470E+02  0.607501E+02 -0.139318E+02   -158.835   -163.129   -237.643     344
   345.00000 -0.824113E+02  0.716161E+02 -0.824173E+02  0.607701E+02 -0.140294E+02   -193.806   -183.695   -221.725     345
   346.00000 -0.835313E+02  0.716254E+02 -0.835373E+02  0.607794E+02 -0.141459E+02   -122.004   -140.038   -208.921     346
   347.00000 -0.835439E+02  0.716625E+02 -0.835498E+02  0.608164E+02 -0.142795E+02   -174.249   -166.391   -197.341     347
   348.00000 -0.835439E+02  0.716778E+02 -0.835497E+02  0.608318E+02 -0.144353E+02   -191.270   -181.154   -187.717     348
   349.00000 -0.837839E+02  0.717098E+02 -0.837897E+02  0.608637E+02 -0.146109E+02   -177.440   -178.782   -182.488     349
   350.00000 -0.839835E+02  0.717349E+02 -0.839893E+02  0.608889E+02 -0.147972E+02   -179.663   -179.739   -180.649     350
   351.00000 -0.840235E+02  0.717453E+02 -0.840293E+02  0.608993E+02 -0.149870E+02   -196.615   -188.769   -180.102     351
   352.00000 -0.840059E+02  0.717604E+02 -0.840118E+02  0.609144E+02 -0.151767E+02   -212.482   -199.591   -180.538     352
   353.00000 -0.839758E+02  0.717690E+02 -0.839816E+02  0.609230E+02 -0.153615E+02   -223.493   -208.688   -182.153     353
   354.00000 -0.839758E+02  0.717829E+02 -0.839817E+02  0.609369E+02 -0.155387E+02   -227.418   -214.415   -184.534     354
   355.00000 -0.839758E+02  0.717944E+02 -0.839816E+02  0.609484E+02 -0.157031E+02   -232.425   -219.490   -187.505     355
   356.00000 -0.839758E+02  0.718054E+02 -0.839816E+02  0.609594E+02 -0.158566E+02   -237.124   -224.165   -190.609     356
   357.00000 -0.839758E+02  0.718183E+02 -0.839817E+02  0.609723E+02 -0.160025E+02   -241.467   -228.487   -194.307     357
   358.00000 -0.839758E+02  0.718330E+02 -0.839817E+02  0.609870E+02 -0.161426E+02   -245.913   -232.793   -198.074     358
   359.00000 -0.839683E+02  0.718479E+02 -0.839742E+02  0.610019E+02 -0.162773E+02   -252.082   -237.806   -201.780     359
   360.00000 -0.839659E+02  0.718687E+02 -0.839720E+02  0.610227E+02 -0.164065E+02   -256.022   -242.023   -205.417     360
   361.00000 -0.839659E+02  0.718794E+02 -0.839717E+02  0.610334E+02 -0.165305E+02   -260.629   -246.612   -208.985     361
   362.00000 -0.839659E+02  0.718949E+02 -0.839718E+02  0.610489E+02 -0.166494E+02   -263.752   -249.988   -212.469     362
   363.00000 -0.839659E+02  0.719084E+02 -0.839718E+02  0.610624E+02 -0.167632E+02   -267.924   -254.049   -215.867     363
   364.00000 -0.839659E+02  0.719202E+02 -0.839717E+02  0.610742E+02 -0.168721E+02   -271.424   -257.594   -219.174     364
   365.00000 -0.839547E+02  0.719406E+02 -0.839607E+02  0.610946E+02 -0.169762E+02   -277.682   -262.238   -222.396     365
   366.00000 -0.839263E+02  0.719604E+02 -0.839323E+02  0.611144E+02 -0.170757E+02   -288.033   -269.164   -225.566     366
   367.00000 -0.839188E+02  0.719822E+02 -0.839249E+02  0.611361E+02 -0.171705E+02   -289.238   -272.758   -228.696     367
   368.00000 -0.839188E+02  0.720069E+02 -0.839250E+02  0.611609E+02 -0.172608E+02   -291.803   -276.435   -231.790     368
   369.00000 -0.839188E+02  0.720231E+02 -0.839248E+02  0.611771E+02 -0.173465E+02   -295.206   -280.068   -234.845     369
   370.00000 -0.839188E+02  0.720340E+02 -0.839246E+02  0.611880E+02 -0.174278E+02   -297.560   -282.769   -237.852     370
   371.00000 -0.839111E+02  0.720545E+02 -0.839172E+02  0.612085E+02 -0.175047E+02   -301.928   -286.031   -240.820     371
   372.00000 -0.839104E+02  0.720754E+02 -0.839164E+02  0.612294E+02 -0.175786E+02   -304.398   -289.296   -244.222     372
   373.00000 -0.838485E+02  0.720873E+02 -0.838543E+02  0.612413E+02 -0.176504E+02   -329.320   -300.107   -247.641     373
   374.00000 -0.838245E+02  0.721012E+02 -0.838303E+02  0.612552E+02 -0.177201E+02   -328.058   -304.180   -250.982     374
   375.00000 -0.838191E+02  0.721205E+02 -0.838251E+02  0.612745E+02 -0.177879E+02   -325.324   -306.165   -254.268     375
   376.00000 -0.838161E+02  0.721411E+02 -0.838221E+02  0.612951E+02 -0.178537E+02   -326.942   -309.097   -257.510     376
   377.00000 -0.838150E+02  0.721913E+02 -0.838217E+02  0.613453E+02 -0.179176E+02   -328.801   -311.815   -260.694     377
   378.00000 -0.839650E+02  0.722036E+02 -0.839717E+02  0.613576E+02 -0.179804E+02   -279.903   -294.149   -263.848     378
   379.00000 -0.839511E+02  0.722328E+02 -0.839579E+02  0.613868E+02 -0.180411E+02   -313.993   -301.613   -266.866     379
   380.00000 -0.839511E+02  0.722328E+02 -0.839577E+02  0.613868E+02 -0.181000E+02   -317.564   -305.046   -269.618     380
   381.00000 -0.839511E+02  0.722556E+02 -0.839580E+02  0.614096E+02 -0.181573E+02   -322.643   -309.069   -272.143     381
   382.00000 -0.841011E+02  0.722730E+02 -0.841080E+02  0.614270E+02 -0.182135E+02   -278.748   -293.987   -274.498     382
   383.00000 -0.841002E+02  0.723032E+02 -0.841071E+02  0.614572E+02 -0.182682E+02   -309.208   -300.866   -276.664     383
   384.00000 -0.840952E+02  0.723343E+02 -0.841022E+02  0.614883E+02 -0.183215E+02   -322.349   -308.773   -278.624     384
   385.00000 -0.840229E+02  0.723694E+02 -0.840300E+02  0.615234E+02 -0.183738E+02   -361.751   -326.271   -280.450     385
   386.00000 -0.839807E+02  0.724041E+02 -0.839877E+02  0.615581E+02 -0.184247E+02   -371.375   -337.313   -282.270     386
   387.00000 -0.839807E+02  0.724344E+02 -0.839876E+02  0.615884E+02 -0.184744E+02   -362.902   -340.518   -284.220     387
   388.00000 -0.839624E+02  0.724990E+02 -0.839701E+02  0.616530E+02 -0.185229E+02   -373.844   -347.483   -286.311     388
   389.00000 -0.838936E+02  0.725240E+02 -0.839004E+02  0.616780E+02 -0.185700E+02   -417.695   -366.370   -288.561     389
   390.00000 -0.838838E+02  0.725631E+02 -0.838909E+02  0.617171E+02 -0.186156E+02   -400.542   -368.004   -291.002     390
   391.00000 -0.838245E+02  0.726000E+02 -0.838315E+02  0.617540E+02 -0.186596E+02   -437.041   -382.591   -293.610     391
   392.00000 -0.838245E+02  0.726603E+02 -0.838321E+02  0.618143E+02 -0.187020E+02   -416.513   -383.894   -296.367     392
   393.00000 -0.838245E+02  0.727283E+02 -0.838323E+02  0.618823E+02 -0.187426E+02   -421.695   -390.904   -299.277     393
   394.00000 -0.837677E+02  0.727687E+02 -0.837748E+02  0.619227E+02 -0.187815E+02   -472.801   -410.485   -302.297     394
   395.00000 -0.837455E+02  0.728057E+02 -0.837525E+02  0.619597E+02 -0.188184E+02   -467.922   -416.631   -305.620     395
   396.00000 -0.837399E+02  0.728535E+02 -0.837472E+02  0.620075E+02 -0.188543E+02   -459.204   -418.897   -309.747     396
   397.00000 -0.837399E+02  0.728989E+02 -0.837471E+02  0.620529E+02 -0.188893E+02   -458.518   -423.268   -313.660     397
   398.00000 -0.842999E+02  0.729142E+02 -0.843071E+02  0.620682E+02 -0.189238E+02   -237.825   -326.850   -317.604     398
   399.00000 -0.843099E+02  0.729649E+02 -0.843171E+02  0.621189E+02 -0.189573E+02   -327.169   -335.349   -321.459     399
   400.00000 -0.843035E+02  0.730070E+02 -0.843107E+02  0.621610E+02 -0.189898E+02   -356.882   -349.155   -325.008     400
   401.00000 -0.848435E+02  0.730471E+02 -0.848507E+02  0.622011E+02 -0.190217E+02   -220.392   -285.896   -328.070     401
   402.00000 -0.848265E+02  0.730909E+02 -0.848337E+02  0.622449E+02 -0.190529E+02   -300.014   -301.461   -330.397     402
   403.00000 -0.848133E+02  0.731928E+02 -0.848210E+02  0.623469E+02 -0.190836E+02   -334.557   -323.930   -331.713     403
   404.00000 -0.847870E+02  0.732654E+02 -0.847944E+02  0.624194E+02 -0.191142E+02   -366.885   -345.102   -332.279     404
   405.00000 -0.847094E+02  0.733154E+02 -0.847161E+02  0.624695E+02 -0.191447E+02   -421.984   -370.795   -332.392     405
   406.00000 -0.846617E+02  0.733749E+02 -0.846687E+02  0.625289E+02 -0.191752E+02   -438.039   -386.815   -332.558     406
   407.00000 -0.846163E+02  0.734311E+02 -0.846232E+02  0.625851E+02 -0.192056E+02   -461.929   -404.301   -333.042     407
   408.00000 -0.845770E+02  0.734833E+02 -0.845838E+02  0.626374E+02 -0.192357E+02   -479.749   -418.927   -333.908     408
   409.00000 -0.845112E+02  0.735390E+02 -0.845182E+02  0.626930E+02 -0.192656E+02   -529.176   -439.745   -335.164     409
   410.00000 -0.845112E+02  0.735540E+02 -0.845171E+02  0.627080E+02 -0.192950E+02   -495.110   -444.257   -336.846     410
   411.00000 -0.845112E+02  0.735857E+02 -0.845176E+02  0.627398E+02 -0.193240E+02   -479.986   -441.015   -338.897     411
