 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  12. 9.2023    Time:  13:49:36
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     178.0000 -0.62000E+00  0.19639E+00 -0.62000E+00  0.11678E+00 -0.86876E-02 -0.32943E+02  0.37123E+02 -0.32972E+02  0.30776E+02 -0.45539E+01 -0.39695E+03 -0.34400E+04 -0.48471E+03  0.00000E+00  0.00000E+00  0.10187E+02  0.35361E+02  0.24044E+01   1256  0.00000E+00      0.000
     179.0000 -0.47000E+00  0.39320E+00 -0.47000E+00  0.29904E+00 -0.83813E-02 -0.33413E+02  0.37517E+02 -0.33442E+02  0.31049E+02 -0.45624E+01 -0.38973E+03 -0.26374E+04 -0.49092E+03  0.00000E+00  0.00000E+00  0.10382E+02  0.35831E+02  0.24044E+01   1272  0.00000E+00      0.000
     180.0000  0.00000E+00  0.38886E+00 -0.10245E-07  0.31320E+00 -0.81697E-02 -0.33413E+02  0.37906E+02 -0.33442E+02  0.31359E+02 -0.45707E+01 -0.93147E+03 -0.25795E+04 -0.49691E+03  0.00000E+00  0.00000E+00  0.10066E+02  0.35831E+02  0.24044E+01   1278  0.00000E+00      0.000
     181.0000 -0.67000E+00  0.39749E+00 -0.67000E+00  0.32338E+00 -0.79640E-02 -0.34083E+02  0.38303E+02 -0.34112E+02  0.31678E+02 -0.45787E+01 -0.33080E+03 -0.23792E+04 -0.50273E+03  0.00000E+00  0.00000E+00  0.10409E+02  0.36501E+02  0.24044E+01   1296  0.00000E+00      0.000
     182.0000  0.00000E+00  0.52920E+00  0.18626E-07  0.43672E+00 -0.77624E-02 -0.34083E+02  0.38832E+02 -0.34112E+02  0.32117E+02 -0.45866E+01 -0.91091E+03 -0.25372E+04 -0.50843E+03  0.00000E+00  0.00000E+00  0.99753E+01  0.36501E+02  0.24044E+01   1303  0.00000E+00      0.000
     183.0000  0.00000E+00  0.38039E+00  0.25177E-03  0.28114E+00 -0.75644E-02 -0.34083E+02  0.39213E+02 -0.34111E+02  0.32411E+02 -0.45942E+01 -0.16721E+04 -0.31272E+04 -0.51403E+03  0.00000E+00  0.00000E+00  0.96214E+01  0.36501E+02  0.24057E+01   1306  0.00000E+00      0.000
     184.0000 -0.19000E+00  0.45602E+00 -0.19000E+00  0.27382E+00 -0.73697E-02 -0.34273E+02  0.39669E+02 -0.34301E+02  0.32713E+02 -0.46017E+01 -0.82073E+03 -0.37741E+04 -0.51955E+03  0.00000E+00  0.00000E+00  0.94949E+01  0.36691E+02  0.24057E+01   1320  0.00000E+00      0.000
     185.0000 -0.26100E+01  0.47104E-01 -0.26100E+01  0.46330E-01 -0.71775E-02 -0.36883E+02  0.39716E+02 -0.36911E+02  0.32751E+02 -0.46089E+01 -0.12600E+03 -0.86963E+03 -0.52499E+03  0.00000E+00  0.00000E+00  0.12058E+02  0.39301E+02  0.24057E+01   1378  0.00000E+00      0.000
     186.0000 -0.30000E-01  0.38712E+00 -0.30000E-01  0.38712E+00 -0.69889E-02 -0.36913E+02  0.40103E+02 -0.36941E+02  0.33137E+02 -0.46160E+01 -0.34647E+03 -0.50607E+03 -0.53033E+03  0.00000E+00  0.00000E+00  0.11698E+02  0.39331E+02  0.24057E+01   1399  0.00000E+00      0.000
     187.0000  0.00000E+00  0.33152E+00 -0.14901E-07  0.33152E+00 -0.68031E-02 -0.36913E+02  0.40434E+02 -0.36940E+02  0.33469E+02 -0.46229E+01 -0.50396E+03 -0.58309E+03 -0.53559E+03  0.00000E+00  0.00000E+00  0.11350E+02  0.39331E+02  0.24060E+01   1403  0.00000E+00      0.000
     188.0000 -0.60000E-01  0.43839E+00 -0.60000E-01  0.43839E+00 -0.66201E-02 -0.36973E+02  0.40873E+02 -0.37000E+02  0.33907E+02 -0.46296E+01 -0.63858E+03 -0.73209E+03 -0.54077E+03  0.00000E+00  0.00000E+00  0.10966E+02  0.39391E+02  0.24060E+01   1416  0.00000E+00      0.000
     189.0000 -0.30000E-01  0.44204E+00 -0.30000E-01  0.44204E+00 -0.64400E-02 -0.37003E+02  0.41315E+02 -0.37030E+02  0.34349E+02 -0.46361E+01 -0.93759E+03 -0.97441E+03 -0.54586E+03  0.00000E+00  0.00000E+00  0.10548E+02  0.39421E+02  0.24060E+01   1429  0.00000E+00      0.000
     190.0000 -0.18900E+01  0.42286E+00 -0.18900E+01  0.42286E+00 -0.62633E-02 -0.38893E+02  0.41738E+02 -0.38920E+02  0.34772E+02 -0.46424E+01 -0.15788E+03 -0.53032E+03 -0.55086E+03  0.00000E+00  0.00000E+00  0.12009E+02  0.41311E+02  0.24060E+01   1459  0.00000E+00      0.000
     191.0000 -0.22700E+01  0.24013E+00 -0.22700E+01  0.24013E+00 -0.60915E-02 -0.41163E+02  0.41978E+02 -0.41190E+02  0.35012E+02 -0.46486E+01 -0.11068E+03 -0.19242E+03 -0.55572E+03  0.00000E+00  0.00000E+00  0.14017E+02  0.43581E+02  0.24060E+01   1471  0.00000E+00      0.000
     192.0000  0.00000E+00  0.36512E+00  0.35204E-06  0.36512E+00 -0.59266E-02 -0.41163E+02  0.42343E+02 -0.41190E+02  0.35377E+02 -0.46546E+01 -0.24207E+03 -0.25398E+03 -0.56040E+03  0.00000E+00  0.00000E+00  0.13664E+02  0.43581E+02  0.24060E+01   1477  0.00000E+00      0.000
     193.0000 -0.77451E-01  0.39133E+00 -0.77451E-01  0.39133E+00 -0.57693E-02 -0.41240E+02  0.42734E+02 -0.41268E+02  0.35769E+02 -0.46604E+01 -0.30521E+03 -0.31698E+03 -0.56485E+03  0.00000E+00  0.00000E+00  0.13345E+02  0.43661E+02  0.24085E+01   1490  0.00000E+00      0.000
     194.0000  0.00000E+00  0.46122E+00  0.17136E-06  0.46122E+00 -0.56321E-02 -0.41240E+02  0.43195E+02 -0.41268E+02  0.36230E+02 -0.46661E+01 -0.43259E+03 -0.40248E+03 -0.56871E+03  0.00000E+00  0.00000E+00  0.12895E+02  0.43661E+02  0.24085E+01   1493  0.00000E+00      0.000
     195.0000  0.14237E-01  0.52913E+00  0.14237E-01  0.52913E+00 -0.55561E-02 -0.41226E+02  0.43725E+02 -0.41255E+02  0.36759E+02 -0.46717E+01 -0.64314E+03 -0.53080E+03 -0.57100E+03  0.00000E+00  0.00000E+00  0.12369E+02  0.43661E+02  0.24222E+01   1495  0.00000E+00      0.000
     196.0000  0.00000E+00  0.56144E+00  0.21420E-07  0.56144E+00 -0.55512E-02 -0.41226E+02  0.44286E+02 -0.41255E+02  0.37320E+02 -0.46772E+01 -0.10206E+04 -0.73721E+03 -0.57109E+03  0.00000E+00  0.00000E+00  0.11818E+02  0.43661E+02  0.24222E+01   1497  0.00000E+00      0.000
     197.0000  0.11772E-01  0.57883E+00  0.19509E-01  0.45248E+00 -0.56410E-02 -0.41214E+02  0.44865E+02 -0.41236E+02  0.37773E+02 -0.46829E+01 -0.24874E+04 -0.11825E+04 -0.56854E+03  0.00000E+00  0.00000E+00  0.11239E+02  0.43661E+02  0.24417E+01   1498  0.00000E+00      0.000
     198.0000  0.00000E+00  0.56550E+00  0.28328E-02  0.33644E+00 -0.57773E-02 -0.41214E+02  0.45430E+02 -0.41233E+02  0.38109E+02 -0.46886E+01 -0.38593E+04 -0.18456E+04 -0.56465E+03  0.00000E+00  0.00000E+00  0.10781E+02  0.43661E+02  0.24445E+01   1499  0.00000E+00      0.000
     199.0000  0.58660E-02  0.56150E+00  0.90063E-02  0.25373E+00 -0.59303E-02 -0.41208E+02  0.45992E+02 -0.41224E+02  0.38363E+02 -0.46946E+01 -0.74434E+04 -0.26822E+04 -0.56032E+03  0.00000E+00  0.00000E+00  0.10433E+02  0.43661E+02  0.24535E+01   1500  0.00000E+00      0.000
     200.0000  0.55080E-02  0.53543E+00  0.58339E-02  0.19356E+00 -0.60749E-02 -0.41203E+02  0.46527E+02 -0.41218E+02  0.38557E+02 -0.47006E+01 -0.11284E+05 -0.34961E+04 -0.55621E+03  0.00000E+00  0.00000E+00  0.10167E+02  0.43661E+02  0.24594E+01   1501  0.00000E+00      0.000
     201.0000  0.00000E+00  0.57291E+00 -0.29104E-09  0.16423E+00 -0.62025E-02 -0.41203E+02  0.47100E+02 -0.41218E+02  0.38721E+02 -0.47069E+01 -0.92304E+04 -0.40363E+04 -0.55278E+03  0.00000E+00  0.00000E+00  0.99677E+01  0.43661E+02  0.24594E+01   1502  0.00000E+00      0.000
     202.0000  0.00000E+00  0.53378E+00 -0.11642E-09  0.13123E+00 -0.62896E-02 -0.41203E+02  0.47634E+02 -0.41218E+02  0.38852E+02 -0.47131E+01 -0.90694E+04 -0.45278E+04 -0.55010E+03  0.00000E+00  0.00000E+00  0.97972E+01  0.43661E+02  0.24594E+01   1503  0.00000E+00      0.000
     203.0000  0.00000E+00  0.51618E+00  0.11642E-09  0.11059E+00 -0.63568E-02 -0.41203E+02  0.48150E+02 -0.41218E+02  0.38963E+02 -0.47195E+01 -0.86289E+04 -0.48529E+04 -0.54846E+03  0.00000E+00  0.00000E+00  0.96596E+01  0.43661E+02  0.24594E+01   1504  0.00000E+00      0.000
     204.0000  0.00000E+00  0.48508E+00  0.11642E-09  0.93130E-01 -0.63847E-02 -0.41203E+02  0.48635E+02 -0.41218E+02  0.39056E+02 -0.47259E+01 -0.84559E+04 -0.51200E+04 -0.54760E+03  0.00000E+00  0.00000E+00  0.95426E+01  0.43661E+02  0.24594E+01   1505  0.00000E+00      0.000
     205.0000 -0.81000E+00  0.34067E+00 -0.81000E+00  0.22356E+00 -0.63956E-02 -0.42013E+02  0.48976E+02 -0.42028E+02  0.39224E+02 -0.47323E+01 -0.34078E+03 -0.30626E+04 -0.54714E+03  0.00000E+00  0.00000E+00  0.10182E+02  0.44471E+02  0.24594E+01   1546  0.00000E+00      0.000
     206.0000  0.37830E-02  0.48829E+00  0.37831E-02  0.35226E+00 -0.63802E-02 -0.42009E+02  0.49464E+02 -0.42024E+02  0.39573E+02 -0.47387E+01 -0.11148E+04 -0.29997E+04 -0.54758E+03  0.00000E+00  0.00000E+00  0.98292E+01  0.44471E+02  0.24630E+01   1557  0.00000E+00      0.000
     207.0000  0.47830E-02  0.51374E+00  0.68136E-02  0.26070E+00 -0.63374E-02 -0.42004E+02  0.49978E+02 -0.42019E+02  0.39877E+02 -0.47450E+01 -0.26460E+04 -0.39357E+04 -0.54877E+03  0.00000E+00  0.00000E+00  0.94666E+01  0.44471E+02  0.24688E+01   1560  0.00000E+00      0.000
     208.0000 -0.10000E-01  0.44690E+00 -0.95477E-02  0.15373E+00 -0.62789E-02 -0.42014E+02  0.50425E+02 -0.42028E+02  0.40070E+02 -0.47513E+01 -0.36800E+04 -0.48581E+04 -0.55044E+03  0.00000E+00  0.00000E+00  0.92643E+01  0.44480E+02  0.24688E+01   1573  0.00000E+00      0.000
     209.0000 -0.50000E+00  0.43960E+00 -0.50000E+00  0.22158E+00 -0.62037E-02 -0.42514E+02  0.50864E+02 -0.42528E+02  0.40257E+02 -0.47576E+01 -0.48037E+03 -0.40607E+04 -0.55256E+03  0.00000E+00  0.00000E+00  0.95739E+01  0.44981E+02  0.24688E+01   1600  0.00000E+00      0.000
     210.0000 -0.80000E-01  0.34604E+00 -0.80000E-01  0.20085E+00 -0.61142E-02 -0.42594E+02  0.51211E+02 -0.42608E+02  0.40451E+02 -0.47637E+01 -0.89828E+03 -0.38023E+04 -0.55509E+03  0.00000E+00  0.00000E+00  0.94561E+01  0.45060E+02  0.24688E+01   1613  0.00000E+00      0.000
     211.0000 -0.40000E+01  0.55848E-01 -0.40000E+01  0.55848E-01 -0.60142E-02 -0.46594E+02  0.51266E+02 -0.46608E+02  0.40498E+02 -0.47698E+01 -0.87911E+02 -0.34771E+03 -0.55793E+03  0.00000E+00  0.00000E+00  0.13402E+02  0.49060E+02  0.24688E+01   1689  0.00000E+00      0.000
     212.0000  0.44610E-02  0.39679E+00  0.44608E-02  0.39679E+00 -0.59046E-02 -0.46590E+02  0.51663E+02 -0.46604E+02  0.40895E+02 -0.47757E+01 -0.26140E+03 -0.28695E+03 -0.56103E+03  0.00000E+00  0.00000E+00  0.13003E+02  0.49060E+02  0.24731E+01   1706  0.00000E+00      0.000
     213.0000  0.31752E-01  0.43126E+00  0.31752E-01  0.43126E+00 -0.57871E-02 -0.46558E+02  0.52094E+02 -0.46572E+02  0.41326E+02 -0.47816E+01 -0.38863E+03 -0.37947E+03 -0.56436E+03  0.00000E+00  0.00000E+00  0.12541E+02  0.49060E+02  0.25047E+01   1710  0.00000E+00      0.000
     214.0000  0.28959E-01  0.43937E+00  0.28959E-01  0.43937E+00 -0.56663E-02 -0.46529E+02  0.52534E+02 -0.46544E+02  0.41765E+02 -0.47873E+01 -0.56433E+03 -0.49511E+03 -0.56776E+03  0.00000E+00  0.00000E+00  0.12071E+02  0.49060E+02  0.25336E+01   1712  0.00000E+00      0.000
     215.0000 -0.93000E+00  0.13893E+00 -0.93000E+00  0.13893E+00 -0.55500E-02 -0.47459E+02  0.52673E+02 -0.47473E+02  0.41904E+02 -0.47929E+01 -0.20689E+03 -0.35252E+03 -0.57107E+03  0.00000E+00  0.00000E+00  0.12853E+02  0.49990E+02  0.25336E+01   1728  0.00000E+00      0.000
     216.0000  0.00000E+00  0.40465E+00 -0.44703E-07  0.40465E+00 -0.54509E-02 -0.47459E+02  0.53077E+02 -0.47475E+02  0.42309E+02 -0.47983E+01 -0.38324E+03 -0.41188E+03 -0.57385E+03  0.00000E+00  0.00000E+00  0.12487E+02  0.49990E+02  0.25336E+01   1732  0.00000E+00      0.000
     217.0000  0.91980E-02  0.45022E+00  0.91979E-02  0.45022E+00 -0.53852E-02 -0.47450E+02  0.53528E+02 -0.47466E+02  0.42759E+02 -0.48037E+01 -0.56457E+03 -0.52504E+03 -0.57567E+03  0.00000E+00  0.00000E+00  0.12038E+02  0.49990E+02  0.25424E+01   1734  0.00000E+00      0.000
     218.0000  0.30999E-01  0.44242E+00  0.30999E-01  0.44242E+00 -0.53544E-02 -0.47419E+02  0.53970E+02 -0.47435E+02  0.43202E+02 -0.48091E+01 -0.93106E+03 -0.69901E+03 -0.57664E+03  0.00000E+00  0.00000E+00  0.11555E+02  0.49990E+02  0.25735E+01   1736  0.00000E+00      0.000
     219.0000 -0.26000E+00  0.41815E+00 -0.26000E+00  0.41815E+00 -0.53492E-02 -0.47679E+02  0.54388E+02 -0.47695E+02  0.43620E+02 -0.48145E+01 -0.52790E+03 -0.75636E+03 -0.57676E+03  0.00000E+00  0.00000E+00  0.11391E+02  0.50250E+02  0.25735E+01   1749  0.00000E+00      0.000
     220.0000  0.00000E+00  0.33539E+00 -0.58673E-07  0.33539E+00 -0.53759E-02 -0.47679E+02  0.54724E+02 -0.47694E+02  0.43955E+02 -0.48198E+01 -0.10255E+04 -0.94326E+03 -0.57601E+03  0.00000E+00  0.00000E+00  0.11030E+02  0.50250E+02  0.25740E+01   1753  0.00000E+00      0.000
     221.0000 -0.37000E+00  0.29479E+00 -0.37000E+00  0.29479E+00 -0.54215E-02 -0.48049E+02  0.55018E+02 -0.48064E+02  0.44250E+02 -0.48252E+01 -0.45417E+03 -0.88761E+03 -0.57472E+03  0.00000E+00  0.00000E+00  0.11099E+02  0.50620E+02  0.25740E+01   1767  0.00000E+00      0.000
     222.0000 -0.46000E+00  0.15935E+00 -0.46000E+00  0.15935E+00 -0.54768E-02 -0.48509E+02  0.55178E+02 -0.48523E+02  0.44409E+02 -0.48307E+01 -0.34922E+03 -0.73651E+03 -0.57316E+03  0.00000E+00  0.00000E+00  0.11361E+02  0.51080E+02  0.25740E+01   1771  0.00000E+00      0.000
     223.0000 -0.94000E+00  0.14809E+00 -0.94000E+00  0.14809E+00 -0.55299E-02 -0.49449E+02  0.55326E+02 -0.49463E+02  0.44557E+02 -0.48362E+01 -0.21395E+03 -0.49234E+03 -0.57165E+03  0.00000E+00  0.00000E+00  0.12147E+02  0.52020E+02  0.25740E+01   1785  0.00000E+00      0.000
     224.0000 -0.20000E-01  0.27581E+00 -0.20000E-01  0.27581E+00 -0.55733E-02 -0.49469E+02  0.55602E+02 -0.49483E+02  0.44833E+02 -0.48417E+01 -0.40924E+03 -0.50089E+03 -0.57042E+03  0.00000E+00  0.00000E+00  0.11887E+02  0.52040E+02  0.25740E+01   1798  0.00000E+00      0.000
     225.0000 -0.14283E-01  0.39419E+00 -0.14283E-01  0.39419E+00 -0.56024E-02 -0.49483E+02  0.55996E+02 -0.49498E+02  0.45227E+02 -0.48473E+01 -0.58559E+03 -0.61097E+03 -0.56960E+03  0.00000E+00  0.00000E+00  0.11502E+02  0.52060E+02  0.25797E+01   1811  0.00000E+00      0.000
     226.0000  0.00000E+00  0.43790E+00  0.37253E-07  0.43790E+00 -0.56139E-02 -0.49483E+02  0.56434E+02 -0.49498E+02  0.45665E+02 -0.48529E+01 -0.90280E+03 -0.80454E+03 -0.56928E+03  0.00000E+00  0.00000E+00  0.11070E+02  0.52060E+02  0.25797E+01   1814  0.00000E+00      0.000
     227.0000  0.27677E-01  0.45481E+00  0.28677E-01  0.45093E+00 -0.56092E-02 -0.49455E+02  0.56888E+02 -0.49470E+02  0.46118E+02 -0.48586E+01 -0.20715E+04 -0.11736E+04 -0.56940E+03  0.00000E+00  0.00000E+00  0.10587E+02  0.52060E+02  0.26079E+01   1816  0.00000E+00      0.000
     228.0000  0.40259E-01  0.45367E+00  0.43323E-01  0.36613E+00 -0.55934E-02 -0.49415E+02  0.57342E+02 -0.49424E+02  0.46510E+02 -0.48642E+01 -0.30316E+05 -0.24822E+04 -0.56984E+03  0.00000E+00  0.00000E+00  0.10107E+02  0.52060E+02  0.26534E+01   1818  0.00000E+00      0.000
     229.0000 -0.20000E+01  0.33770E+00 -0.20000E+01  0.33770E+00 -0.55703E-02 -0.51415E+02  0.57680E+02 -0.51424E+02  0.46834E+02 -0.48697E+01 -0.16319E+03 -0.68761E+03 -0.57050E+03  0.00000E+00  0.00000E+00  0.11778E+02  0.54060E+02  0.26534E+01   1879  0.00000E+00      0.000
     230.0000 -0.20423E-01  0.35705E+00 -0.20423E-01  0.35705E+00 -0.55387E-02 -0.51436E+02  0.58037E+02 -0.51445E+02  0.47191E+02 -0.48753E+01 -0.42192E+03 -0.59952E+03 -0.57139E+03  0.00000E+00  0.00000E+00  0.11436E+02  0.54100E+02  0.26729E+01   1894  0.00000E+00      0.000
     231.0000  0.14949E-01  0.32828E+00  0.14949E-01  0.32828E+00 -0.54995E-02 -0.51421E+02  0.58365E+02 -0.51430E+02  0.47519E+02 -0.48808E+01 -0.63971E+03 -0.70168E+03 -0.57250E+03  0.00000E+00  0.00000E+00  0.11080E+02  0.54100E+02  0.26881E+01   1897  0.00000E+00      0.000
     232.0000 -0.18400E+01  0.10320E+00 -0.18400E+01  0.10320E+00 -0.54544E-02 -0.53261E+02  0.58468E+02 -0.53269E+02  0.47622E+02 -0.48863E+01 -0.14194E+03 -0.34074E+03 -0.57377E+03  0.00000E+00  0.00000E+00  0.12809E+02  0.55940E+02  0.26881E+01   1921  0.00000E+00      0.000
     233.0000  0.00000E+00  0.32381E+00 -0.16112E-06  0.32381E+00 -0.54017E-02 -0.53261E+02  0.58792E+02 -0.53270E+02  0.47946E+02 -0.48917E+01 -0.30919E+03 -0.35289E+03 -0.57527E+03  0.00000E+00  0.00000E+00  0.12504E+02  0.55940E+02  0.26881E+01   1928  0.00000E+00      0.000
     234.0000 -0.22500E+01  0.38161E+00 -0.22500E+01  0.38161E+00 -0.53420E-02 -0.55511E+02  0.59174E+02 -0.55520E+02  0.48328E+02 -0.48971E+01 -0.11336E+03 -0.18633E+03 -0.57695E+03  0.00000E+00  0.00000E+00  0.14368E+02  0.58190E+02  0.26881E+01   1946  0.00000E+00      0.000
     235.0000 -0.11400E+01  0.18803E+00 -0.11400E+01  0.18803E+00 -0.52766E-02 -0.56651E+02  0.59362E+02 -0.56660E+02  0.48516E+02 -0.49024E+01 -0.13059E+03 -0.16431E+03 -0.57880E+03  0.00000E+00  0.00000E+00  0.15313E+02  0.59329E+02  0.26881E+01   1959  0.00000E+00      0.000
     236.0000  0.27197E-01  0.34622E+00  0.27196E-01  0.34622E+00 -0.52141E-02 -0.56623E+02  0.59708E+02 -0.56634E+02  0.48862E+02 -0.49076E+01 -0.22704E+03 -0.22250E+03 -0.58058E+03  0.00000E+00  0.00000E+00  0.14974E+02  0.59329E+02  0.27143E+01   1963  0.00000E+00      0.000
     237.0000  0.47700E-03  0.31270E+00  0.47673E-03  0.31270E+00 -0.52504E-02 -0.56623E+02  0.60021E+02 -0.56633E+02  0.49175E+02 -0.49128E+01 -0.28306E+03 -0.27126E+03 -0.57967E+03  0.00000E+00  0.00000E+00  0.14644E+02  0.59339E+02  0.27250E+01   1965  0.00000E+00      0.000
     238.0000  0.92490E-02  0.39081E+00  0.92486E-02  0.39081E+00 -0.55183E-02 -0.56614E+02  0.60412E+02 -0.56625E+02  0.49566E+02 -0.49183E+01 -0.35307E+03 -0.32478E+03 -0.57219E+03  0.00000E+00  0.00000E+00  0.14278E+02  0.59339E+02  0.27333E+01   1967  0.00000E+00      0.000
     239.0000  0.17070E-01  0.37098E+00  0.17070E-01  0.37098E+00 -0.60767E-02 -0.56597E+02  0.60783E+02 -0.56608E+02  0.49937E+02 -0.49242E+01 -0.44888E+03 -0.39175E+03 -0.55597E+03  0.00000E+00  0.00000E+00  0.13874E+02  0.59339E+02  0.27506E+01   1969  0.00000E+00      0.000
     240.0000 -0.13000E+00  0.24054E+00 -0.13000E+00  0.24054E+00 -0.68553E-02 -0.56727E+02  0.61023E+02 -0.56738E+02  0.50177E+02 -0.49307E+01 -0.39452E+03 -0.40660E+03 -0.53421E+03  0.00000E+00  0.00000E+00  0.13755E+02  0.59469E+02  0.27506E+01   1982  0.00000E+00      0.000
     241.0000 -0.11800E+01  0.62330E-01 -0.11800E+01  0.62330E-01 -0.77106E-02 -0.57907E+02  0.61085E+02 -0.57917E+02  0.50239E+02 -0.49380E+01 -0.16543E+03 -0.25523E+03 -0.51000E+03  0.00000E+00  0.00000E+00  0.14864E+02  0.60649E+02  0.27506E+01   1997  0.00000E+00      0.000
     242.0000 -0.69000E+00  0.34808E-01 -0.69000E+00  0.34808E-01 -0.84645E-02 -0.58597E+02  0.61120E+02 -0.58607E+02  0.50274E+02 -0.49462E+01 -0.16882E+03 -0.21242E+03 -0.48871E+03  0.00000E+00  0.00000E+00  0.15511E+02  0.61339E+02  0.27506E+01   2010  0.00000E+00      0.000
     243.0000  0.00000E+00  0.12010E+00 -0.25984E-06  0.12010E+00 -0.96751E-02 -0.58597E+02  0.61240E+02 -0.58608E+02  0.50394E+02 -0.49554E+01 -0.24149E+03 -0.24380E+03 -0.47412E+03  0.00000E+00  0.00000E+00  0.15403E+02  0.61339E+02  0.27506E+01   2014  0.00000E+00      0.000
     244.0000 -0.61898E-01  0.26963E+00 -0.61898E-01  0.26963E+00 -0.11014E-01 -0.58658E+02  0.61510E+02 -0.58670E+02  0.50664E+02 -0.49658E+01 -0.28360E+03 -0.28252E+03 -0.45964E+03  0.00000E+00  0.00000E+00  0.15186E+02  0.61409E+02  0.27587E+01   2027  0.00000E+00      0.000
     245.0000  0.23198E-01  0.26016E+00  0.23198E-01  0.26016E+00 -0.12499E-01 -0.58635E+02  0.61770E+02 -0.58647E+02  0.50924E+02 -0.49778E+01 -0.35340E+03 -0.32656E+03 -0.44357E+03  0.00000E+00  0.00000E+00  0.14888E+02  0.61409E+02  0.27820E+01   2030  0.00000E+00      0.000
     246.0000 -0.70000E-01  0.31391E+00 -0.70000E-01  0.31391E+00 -0.14070E-01 -0.58705E+02  0.62084E+02 -0.58717E+02  0.51238E+02 -0.49912E+01 -0.37378E+03 -0.36476E+03 -0.42663E+03  0.00000E+00  0.00000E+00  0.14632E+02  0.61479E+02  0.27820E+01   2043  0.00000E+00      0.000
     247.0000 -0.22600E+01  0.87535E-01 -0.22600E+01  0.87535E-01 -0.15541E-01 -0.60965E+02  0.62172E+02 -0.60977E+02  0.51326E+02 -0.50061E+01 -0.10799E+03 -0.16290E+03 -0.41070E+03  0.00000E+00  0.00000E+00  0.16787E+02  0.63739E+02  0.27820E+01   2063  0.00000E+00      0.000
     248.0000 -0.10000E+00  0.15122E+00 -0.99999E-01  0.15122E+00 -0.16758E-01 -0.61065E+02  0.62323E+02 -0.61077E+02  0.51477E+02 -0.50223E+01 -0.19279E+03 -0.19821E+03 -0.39755E+03  0.00000E+00  0.00000E+00  0.16720E+02  0.63839E+02  0.27820E+01   2076  0.00000E+00      0.000
     249.0000 -0.45000E+00  0.58143E-01 -0.45000E+00  0.58143E-01 -0.18027E-01 -0.61515E+02  0.62381E+02 -0.61527E+02  0.51535E+02 -0.50398E+01 -0.17359E+03 -0.19274E+03 -0.38479E+03  0.00000E+00  0.00000E+00  0.17094E+02  0.64289E+02  0.27820E+01   2089  0.00000E+00      0.000
     250.0000 -0.27500E+01  0.54197E-01 -0.27500E+01  0.54197E-01 -0.21910E-01 -0.64265E+02  0.62435E+02 -0.64277E+02  0.51589E+02 -0.50598E+01 -0.81174E+02 -0.10089E+03 -0.36854E+03  0.00000E+00  0.00000E+00  0.19769E+02  0.67039E+02  0.27820E+01   2104  0.00000E+00      0.000
     251.0000  0.15407E-01  0.23640E+00  0.15408E-01  0.23640E+00 -0.30240E-01 -0.64250E+02  0.62672E+02 -0.64262E+02  0.51826E+02 -0.50861E+01 -0.15952E+03 -0.15074E+03 -0.33377E+03  0.00000E+00  0.00000E+00  0.19521E+02  0.67039E+02  0.27966E+01   2109  0.00000E+00      0.000
     252.0000  0.00000E+00  0.24041E+00 -0.96671E-06  0.24041E+00 -0.53236E-01 -0.64250E+02  0.62912E+02 -0.64262E+02  0.52066E+02 -0.51298E+01 -0.19424E+03 -0.18248E+03 -0.27891E+03  0.00000E+00  0.00000E+00  0.19239E+02  0.67039E+02  0.27966E+01   2112  0.00000E+00      0.000
     253.0000  0.17435E-01  0.23945E+00  0.17435E-01  0.23945E+00 -0.76983E-01 -0.64232E+02  0.63151E+02 -0.64245E+02  0.52305E+02 -0.52013E+01 -0.22648E+03 -0.20956E+03 -0.24193E+03  0.00000E+00  0.00000E+00  0.18910E+02  0.67039E+02  0.28141E+01   2114  0.00000E+00      0.000
     254.0000 -0.67814E-01  0.29635E+00 -0.67814E-01  0.29635E+00 -0.10240E+00 -0.64300E+02  0.63448E+02 -0.64312E+02  0.52602E+02 -0.52940E+01 -0.24384E+03 -0.23196E+03 -0.22368E+03  0.00000E+00  0.00000E+00  0.18589E+02  0.67109E+02  0.28163E+01   2127  0.00000E+00      0.000
     255.0000  0.00000E+00  0.25100E+00  0.10803E-06  0.25100E+00 -0.11145E+00 -0.64300E+02  0.63699E+02 -0.64312E+02  0.52853E+02 -0.54033E+01 -0.28098E+03 -0.25782E+03 -0.21761E+03  0.00000E+00  0.00000E+00  0.18218E+02  0.67109E+02  0.28166E+01   2130  0.00000E+00      0.000
     256.0000  0.64869E-01  0.27206E+00  0.64869E-01  0.27206E+00 -0.11207E+00 -0.64235E+02  0.63971E+02 -0.64247E+02  0.53125E+02 -0.55155E+01 -0.33607E+03 -0.29066E+03 -0.21731E+03  0.00000E+00  0.00000E+00  0.17775E+02  0.67109E+02  0.28812E+01   2132  0.00000E+00      0.000
