 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  12. 9.2023    Time:  13:49:36
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     353.0000  0.30110E-01  0.85650E-02  0.30110E-01  0.85650E-02 -0.18338E+00 -0.83976E+02  0.71769E+02 -0.83982E+02  0.60923E+02 -0.15361E+02 -0.22349E+03 -0.20869E+03 -0.18215E+03  0.00000E+00  0.00000E+00  0.19620E+02  0.89209E+02  0.52485E+01   2664  0.00000E+00      0.000
     354.0000  0.00000E+00  0.13893E-01  0.34517E-07  0.13893E-01 -0.17492E+00 -0.83976E+02  0.71783E+02 -0.83982E+02  0.60937E+02 -0.15539E+02 -0.22742E+03 -0.21441E+03 -0.18453E+03  0.00000E+00  0.00000E+00  0.19432E+02  0.89209E+02  0.52485E+01   2666  0.00000E+00      0.000
     355.0000  0.00000E+00  0.11557E-01  0.58902E-04  0.11557E-01 -0.16438E+00 -0.83976E+02  0.71794E+02 -0.83982E+02  0.60948E+02 -0.15703E+02 -0.23242E+03 -0.21949E+03 -0.18750E+03  0.00000E+00  0.00000E+00  0.19254E+02  0.89209E+02  0.52485E+01   2667  0.00000E+00      0.000
     356.0000  0.00000E+00  0.10969E-01  0.14230E-04  0.10969E-01 -0.15355E+00 -0.83976E+02  0.71805E+02 -0.83982E+02  0.60959E+02 -0.15857E+02 -0.23712E+03 -0.22416E+03 -0.19061E+03  0.00000E+00  0.00000E+00  0.19088E+02  0.89209E+02  0.52485E+01   2668  0.00000E+00      0.000
     357.0000  0.00000E+00  0.12910E-01 -0.48371E-04  0.12910E-01 -0.14588E+00 -0.83976E+02  0.71818E+02 -0.83982E+02  0.60972E+02 -0.16002E+02 -0.24147E+03 -0.22849E+03 -0.19431E+03  0.00000E+00  0.00000E+00  0.18932E+02  0.89209E+02  0.52485E+01   2669  0.00000E+00      0.000
     358.0000  0.00000E+00  0.14704E-01 -0.44546E-04  0.14704E-01 -0.14015E+00 -0.83976E+02  0.71833E+02 -0.83982E+02  0.60987E+02 -0.16143E+02 -0.24591E+03 -0.23279E+03 -0.19807E+03  0.00000E+00  0.00000E+00  0.18779E+02  0.89209E+02  0.52485E+01   2670  0.00000E+00      0.000
     359.0000  0.75440E-02  0.14926E-01  0.75380E-02  0.14926E-01 -0.13465E+00 -0.83968E+02  0.71848E+02 -0.83974E+02  0.61002E+02 -0.16277E+02 -0.25208E+03 -0.23781E+03 -0.20178E+03  0.00000E+00  0.00000E+00  0.18622E+02  0.89209E+02  0.52561E+01   2671  0.00000E+00      0.000
     360.0000  0.23630E-02  0.20747E-01  0.22176E-02  0.20747E-01 -0.12926E+00 -0.83966E+02  0.71869E+02 -0.83972E+02  0.61023E+02 -0.16407E+02 -0.25602E+03 -0.24202E+03 -0.20542E+03  0.00000E+00  0.00000E+00  0.18475E+02  0.89209E+02  0.52583E+01   2672  0.00000E+00      0.000
     361.0000  0.00000E+00  0.10705E-01  0.25022E-03  0.10705E-01 -0.12399E+00 -0.83966E+02  0.71879E+02 -0.83972E+02  0.61033E+02 -0.16531E+02 -0.26063E+03 -0.24661E+03 -0.20898E+03  0.00000E+00  0.00000E+00  0.18330E+02  0.89209E+02  0.52585E+01   2673  0.00000E+00      0.000
     362.0000  0.00000E+00  0.15520E-01 -0.11975E-03  0.15520E-01 -0.11882E+00 -0.83966E+02  0.71895E+02 -0.83972E+02  0.61049E+02 -0.16649E+02 -0.26375E+03 -0.24999E+03 -0.21247E+03  0.00000E+00  0.00000E+00  0.18201E+02  0.89209E+02  0.52585E+01   2674  0.00000E+00      0.000
     363.0000  0.00000E+00  0.13497E-01  0.50534E-04  0.13497E-01 -0.11380E+00 -0.83966E+02  0.71908E+02 -0.83972E+02  0.61062E+02 -0.16763E+02 -0.26792E+03 -0.25405E+03 -0.21587E+03  0.00000E+00  0.00000E+00  0.18072E+02  0.89209E+02  0.52586E+01   2675  0.00000E+00      0.000
     364.0000  0.00000E+00  0.11785E-01  0.43511E-04  0.11785E-01 -0.10891E+00 -0.83966E+02  0.71920E+02 -0.83972E+02  0.61074E+02 -0.16872E+02 -0.27142E+03 -0.25759E+03 -0.21917E+03  0.00000E+00  0.00000E+00  0.17949E+02  0.89209E+02  0.52586E+01   2676  0.00000E+00      0.000
     365.0000  0.11231E-01  0.20443E-01  0.11015E-01  0.20443E-01 -0.10415E+00 -0.83955E+02  0.71941E+02 -0.83961E+02  0.61095E+02 -0.16976E+02 -0.27768E+03 -0.26224E+03 -0.22240E+03  0.00000E+00  0.00000E+00  0.17822E+02  0.89209E+02  0.52697E+01   2677  0.00000E+00      0.000
     366.0000  0.28405E-01  0.19804E-01  0.28421E-01  0.19804E-01 -0.99476E-01 -0.83926E+02  0.71960E+02 -0.83932E+02  0.61114E+02 -0.17076E+02 -0.28803E+03 -0.26916E+03 -0.22557E+03  0.00000E+00  0.00000E+00  0.17674E+02  0.89209E+02  0.52981E+01   2678  0.00000E+00      0.000
     367.0000  0.74380E-02  0.21712E-01  0.73898E-02  0.21712E-01 -0.94838E-01 -0.83919E+02  0.71982E+02 -0.83925E+02  0.61136E+02 -0.17171E+02 -0.28924E+03 -0.27276E+03 -0.22870E+03  0.00000E+00  0.00000E+00  0.17552E+02  0.89209E+02  0.53055E+01   2679  0.00000E+00      0.000
     368.0000  0.00000E+00  0.24723E-01 -0.74654E-04  0.24723E-01 -0.90264E-01 -0.83919E+02  0.72007E+02 -0.83925E+02  0.61161E+02 -0.17261E+02 -0.29180E+03 -0.27644E+03 -0.23179E+03  0.00000E+00  0.00000E+00  0.17440E+02  0.89209E+02  0.53055E+01   2680  0.00000E+00      0.000
     369.0000  0.00000E+00  0.16245E-01  0.21221E-03  0.16245E-01 -0.85744E-01 -0.83919E+02  0.72023E+02 -0.83925E+02  0.61177E+02 -0.17347E+02 -0.29521E+03 -0.28007E+03 -0.23484E+03  0.00000E+00  0.00000E+00  0.17329E+02  0.89209E+02  0.53057E+01   2681  0.00000E+00      0.000
     370.0000  0.00000E+00  0.10890E-01  0.13423E-03  0.10890E-01 -0.81293E-01 -0.83919E+02  0.72034E+02 -0.83925E+02  0.61188E+02 -0.17428E+02 -0.29756E+03 -0.28277E+03 -0.23785E+03  0.00000E+00  0.00000E+00  0.17232E+02  0.89209E+02  0.53058E+01   2682  0.00000E+00      0.000
     371.0000  0.77080E-02  0.20505E-01  0.74673E-02  0.20505E-01 -0.76908E-01 -0.83911E+02  0.72055E+02 -0.83917E+02  0.61209E+02 -0.17505E+02 -0.30193E+03 -0.28603E+03 -0.24082E+03  0.00000E+00  0.00000E+00  0.17136E+02  0.89209E+02  0.53133E+01   2683  0.00000E+00      0.000
     372.0000  0.78100E-03  0.20853E-01  0.77273E-03  0.20853E-01 -0.73867E-01 -0.83910E+02  0.72075E+02 -0.83916E+02  0.61229E+02 -0.17579E+02 -0.30440E+03 -0.28930E+03 -0.24422E+03  0.00000E+00  0.00000E+00  0.17041E+02  0.89209E+02  0.53141E+01   2684  0.00000E+00      0.000
     373.0000  0.61815E-01  0.11933E-01  0.62038E-01  0.11933E-01 -0.71754E-01 -0.83849E+02  0.72087E+02 -0.83854E+02  0.61241E+02 -0.17650E+02 -0.32932E+03 -0.30011E+03 -0.24764E+03  0.00000E+00  0.00000E+00  0.16886E+02  0.89209E+02  0.53761E+01   2685  0.00000E+00      0.000
     374.0000  0.24048E-01  0.13916E-01  0.23999E-01  0.13916E-01 -0.69745E-01 -0.83824E+02  0.72101E+02 -0.83830E+02  0.61255E+02 -0.17720E+02 -0.32806E+03 -0.30418E+03 -0.25098E+03  0.00000E+00  0.00000E+00  0.16781E+02  0.89209E+02  0.54001E+01   2686  0.00000E+00      0.000
     375.0000  0.54030E-02  0.19305E-01  0.52686E-02  0.19305E-01 -0.67756E-01 -0.83819E+02  0.72121E+02 -0.83825E+02  0.61275E+02 -0.17788E+02 -0.32532E+03 -0.30617E+03 -0.25427E+03  0.00000E+00  0.00000E+00  0.16694E+02  0.89209E+02  0.54054E+01   2687  0.00000E+00      0.000
     376.0000  0.29800E-02  0.20552E-01  0.29493E-02  0.20552E-01 -0.65803E-01 -0.83816E+02  0.72141E+02 -0.83822E+02  0.61295E+02 -0.17854E+02 -0.32694E+03 -0.30910E+03 -0.25751E+03  0.00000E+00  0.00000E+00  0.16606E+02  0.89209E+02  0.54083E+01   2688  0.00000E+00      0.000
     377.0000  0.11440E-02  0.50222E-01  0.40211E-03  0.50222E-01 -0.63882E-01 -0.83815E+02  0.72191E+02 -0.83822E+02  0.61345E+02 -0.17918E+02 -0.32880E+03 -0.31182E+03 -0.26069E+03  0.00000E+00  0.00000E+00  0.16520E+02  0.89209E+02  0.54087E+01   2689  0.00000E+00      0.000
     378.0000 -0.15000E+00  0.12334E-01 -0.15000E+00  0.12334E-01 -0.61989E-01 -0.83965E+02  0.72204E+02 -0.83972E+02  0.61358E+02 -0.17980E+02 -0.27990E+03 -0.29415E+03 -0.26385E+03  0.00000E+00  0.00000E+00  0.16594E+02  0.89359E+02  0.54087E+01   2702  0.00000E+00      0.000
     379.0000  0.13878E-01  0.29181E-01  0.13878E-01  0.29181E-01 -0.60167E-01 -0.83951E+02  0.72233E+02 -0.83958E+02  0.61387E+02 -0.18041E+02 -0.31399E+03 -0.30161E+03 -0.26687E+03  0.00000E+00  0.00000E+00  0.16495E+02  0.89359E+02  0.54225E+01   2705  0.00000E+00      0.000
     380.0000  0.00000E+00  0.00000E+00 -0.53746E-06  0.00000E+00 -0.58499E-01 -0.83951E+02  0.72233E+02 -0.83958E+02  0.61387E+02 -0.18100E+02 -0.31756E+03 -0.30505E+03 -0.26962E+03  0.00000E+00  0.00000E+00  0.16426E+02  0.89359E+02  0.54227E+01   2707  0.00000E+00      0.000
     381.0000  0.00000E+00  0.22818E-01  0.40850E-06  0.22818E-01 -0.56985E-01 -0.83951E+02  0.72256E+02 -0.83958E+02  0.61410E+02 -0.18157E+02 -0.32264E+03 -0.30907E+03 -0.27214E+03  0.00000E+00  0.00000E+00  0.16358E+02  0.89359E+02  0.54227E+01   2709  0.00000E+00      0.000
     382.0000 -0.15000E+00  0.17347E-01 -0.15000E+00  0.17347E-01 -0.55573E-01 -0.84101E+02  0.72273E+02 -0.84108E+02  0.61427E+02 -0.18214E+02 -0.27875E+03 -0.29399E+03 -0.27450E+03  0.00000E+00  0.00000E+00  0.16434E+02  0.89509E+02  0.54227E+01   2722  0.00000E+00      0.000
     383.0000  0.88900E-03  0.30201E-01  0.88930E-03  0.30201E-01 -0.54265E-01 -0.84100E+02  0.72303E+02 -0.84107E+02  0.61457E+02 -0.18268E+02 -0.30921E+03 -0.30087E+03 -0.27666E+03  0.00000E+00  0.00000E+00  0.16351E+02  0.89509E+02  0.54235E+01   2725  0.00000E+00      0.000
     384.0000  0.49680E-02  0.31102E-01  0.49682E-02  0.31102E-01 -0.53080E-01 -0.84095E+02  0.72334E+02 -0.84102E+02  0.61488E+02 -0.18322E+02 -0.32235E+03 -0.30877E+03 -0.27862E+03  0.00000E+00  0.00000E+00  0.16262E+02  0.89509E+02  0.54285E+01   2727  0.00000E+00      0.000
     385.0000  0.72277E-01  0.35105E-01  0.72277E-01  0.35105E-01 -0.51985E-01 -0.84023E+02  0.72369E+02 -0.84030E+02  0.61523E+02 -0.18374E+02 -0.36175E+03 -0.32627E+03 -0.28045E+03  0.00000E+00  0.00000E+00  0.16105E+02  0.89509E+02  0.55007E+01   2729  0.00000E+00      0.000
     386.0000  0.42242E-01  0.34746E-01  0.42251E-01  0.34746E-01 -0.50884E-01 -0.83981E+02  0.72404E+02 -0.83988E+02  0.61558E+02 -0.18425E+02 -0.37138E+03 -0.33731E+03 -0.28227E+03  0.00000E+00  0.00000E+00  0.15976E+02  0.89509E+02  0.55430E+01   2730  0.00000E+00      0.000
     387.0000  0.00000E+00  0.30286E-01  0.11133E-03  0.30286E-01 -0.49730E-01 -0.83981E+02  0.72434E+02 -0.83988E+02  0.61588E+02 -0.18474E+02 -0.36290E+03 -0.34052E+03 -0.28422E+03  0.00000E+00  0.00000E+00  0.15892E+02  0.89509E+02  0.55431E+01   2731  0.00000E+00      0.000
     388.0000  0.18304E-01  0.64572E-01  0.17447E-01  0.64572E-01 -0.48468E-01 -0.83962E+02  0.72499E+02 -0.83970E+02  0.61653E+02 -0.18523E+02 -0.37384E+03 -0.34748E+03 -0.28631E+03  0.00000E+00  0.00000E+00  0.15795E+02  0.89509E+02  0.55605E+01   2732  0.00000E+00      0.000
     389.0000  0.68792E-01  0.25060E-01  0.69780E-01  0.25060E-01 -0.47085E-01 -0.83894E+02  0.72524E+02 -0.83900E+02  0.61678E+02 -0.18570E+02 -0.41769E+03 -0.36637E+03 -0.28856E+03  0.00000E+00  0.00000E+00  0.15614E+02  0.89509E+02  0.56303E+01   2733  0.00000E+00      0.000
     390.0000  0.98520E-02  0.39109E-01  0.95006E-02  0.39109E-01 -0.45617E-01 -0.83884E+02  0.72563E+02 -0.83891E+02  0.61717E+02 -0.18616E+02 -0.40054E+03 -0.36800E+03 -0.29100E+03  0.00000E+00  0.00000E+00  0.15534E+02  0.89509E+02  0.56398E+01   2734  0.00000E+00      0.000
     391.0000  0.59300E-01  0.36830E-01  0.59357E-01  0.36830E-01 -0.44043E-01 -0.83824E+02  0.72600E+02 -0.83832E+02  0.61754E+02 -0.18660E+02 -0.43704E+03 -0.38259E+03 -0.29361E+03  0.00000E+00  0.00000E+00  0.15391E+02  0.89509E+02  0.56992E+01   2735  0.00000E+00      0.000
     392.0000  0.00000E+00  0.60282E-01 -0.58636E-03  0.60282E-01 -0.42385E-01 -0.83824E+02  0.72660E+02 -0.83832E+02  0.61814E+02 -0.18702E+02 -0.41651E+03 -0.38389E+03 -0.29637E+03  0.00000E+00  0.00000E+00  0.15312E+02  0.89509E+02  0.56992E+01   2736  0.00000E+00      0.000
     393.0000  0.00000E+00  0.68021E-01 -0.19368E-03  0.68021E-01 -0.40648E-01 -0.83824E+02  0.72728E+02 -0.83832E+02  0.61882E+02 -0.18743E+02 -0.42170E+03 -0.39090E+03 -0.29928E+03  0.00000E+00  0.00000E+00  0.15211E+02  0.89509E+02  0.56992E+01   2737  0.00000E+00      0.000
     394.0000  0.56764E-01  0.40418E-01  0.57454E-01  0.40418E-01 -0.38813E-01 -0.83768E+02  0.72769E+02 -0.83775E+02  0.61923E+02 -0.18781E+02 -0.47280E+03 -0.41048E+03 -0.30230E+03  0.00000E+00  0.00000E+00  0.15048E+02  0.89509E+02  0.57566E+01   2738  0.00000E+00      0.000
     395.0000  0.22209E-01  0.36986E-01  0.22295E-01  0.36986E-01 -0.36905E-01 -0.83745E+02  0.72806E+02 -0.83753E+02  0.61960E+02 -0.18818E+02 -0.46792E+03 -0.41663E+03 -0.30562E+03  0.00000E+00  0.00000E+00  0.14948E+02  0.89509E+02  0.57789E+01   2739  0.00000E+00      0.000
     396.0000  0.56170E-02  0.47824E-01  0.53460E-02  0.47824E-01 -0.35960E-01 -0.83740E+02  0.72854E+02 -0.83747E+02  0.62008E+02 -0.18854E+02 -0.45920E+03 -0.41890E+03 -0.30975E+03  0.00000E+00  0.00000E+00  0.14870E+02  0.89509E+02  0.57843E+01   2740  0.00000E+00      0.000
     397.0000  0.00000E+00  0.45357E-01  0.61751E-04  0.45357E-01 -0.34980E-01 -0.83740E+02  0.72899E+02 -0.83747E+02  0.62053E+02 -0.18889E+02 -0.45852E+03 -0.42327E+03 -0.31366E+03  0.00000E+00  0.00000E+00  0.14787E+02  0.89509E+02  0.57843E+01   2741  0.00000E+00      0.000
     398.0000 -0.56000E+00  0.15289E-01 -0.56000E+00  0.15289E-01 -0.34048E-01 -0.84300E+02  0.72914E+02 -0.84307E+02  0.62068E+02 -0.18924E+02 -0.23782E+03 -0.32685E+03 -0.31760E+03  0.00000E+00  0.00000E+00  0.15297E+02  0.90069E+02  0.57843E+01   2754  0.00000E+00      0.000
     399.0000 -0.10000E-01  0.50716E-01 -0.10000E-01  0.50716E-01 -0.33128E-01 -0.84310E+02  0.72965E+02 -0.84317E+02  0.62119E+02 -0.18957E+02 -0.32717E+03 -0.33535E+03 -0.32146E+03  0.00000E+00  0.00000E+00  0.15223E+02  0.90079E+02  0.57843E+01   2767  0.00000E+00      0.000
     400.0000  0.64040E-02  0.42156E-01  0.64040E-02  0.42156E-01 -0.32277E-01 -0.84303E+02  0.73007E+02 -0.84311E+02  0.62161E+02 -0.18990E+02 -0.35688E+03 -0.34916E+03 -0.32501E+03  0.00000E+00  0.00000E+00  0.15140E+02  0.90079E+02  0.57908E+01   2770  0.00000E+00      0.000
     401.0000 -0.54000E+00  0.40027E-01 -0.54000E+00  0.40027E-01 -0.31552E-01 -0.84843E+02  0.73047E+02 -0.84851E+02  0.62201E+02 -0.19022E+02 -0.22039E+03 -0.28590E+03 -0.32807E+03  0.00000E+00  0.00000E+00  0.15608E+02  0.90619E+02  0.57908E+01   2783  0.00000E+00      0.000
     402.0000  0.16980E-01  0.43831E-01  0.16980E-01  0.43831E-01 -0.30994E-01 -0.84826E+02  0.73091E+02 -0.84834E+02  0.62245E+02 -0.19053E+02 -0.30001E+03 -0.30146E+03 -0.33040E+03  0.00000E+00  0.00000E+00  0.15517E+02  0.90619E+02  0.58077E+01   2787  0.00000E+00      0.000
     403.0000  0.13177E-01  0.10197E+00  0.13177E-01  0.10197E+00 -0.30662E-01 -0.84813E+02  0.73193E+02 -0.84821E+02  0.62347E+02 -0.19084E+02 -0.33456E+03 -0.32393E+03 -0.33171E+03  0.00000E+00  0.00000E+00  0.15390E+02  0.90619E+02  0.58204E+01   2789  0.00000E+00      0.000
     404.0000  0.26284E-01  0.72520E-01  0.26284E-01  0.72520E-01 -0.30539E-01 -0.84787E+02  0.73265E+02 -0.84794E+02  0.62419E+02 -0.19114E+02 -0.36689E+03 -0.34510E+03 -0.33228E+03  0.00000E+00  0.00000E+00  0.15246E+02  0.90619E+02  0.58471E+01   2791  0.00000E+00      0.000
     405.0000  0.77660E-01  0.50074E-01  0.78221E-01  0.50074E-01 -0.30525E-01 -0.84709E+02  0.73315E+02 -0.84716E+02  0.62469E+02 -0.19145E+02 -0.42198E+03 -0.37080E+03 -0.33239E+03  0.00000E+00  0.00000E+00  0.15065E+02  0.90619E+02  0.59253E+01   2792  0.00000E+00      0.000
     406.0000  0.47660E-01  0.59484E-01  0.47425E-01  0.59484E-01 -0.30481E-01 -0.84662E+02  0.73375E+02 -0.84669E+02  0.62529E+02 -0.19175E+02 -0.43804E+03 -0.38681E+03 -0.33256E+03  0.00000E+00  0.00000E+00  0.14937E+02  0.90619E+02  0.59727E+01   2793  0.00000E+00      0.000
     407.0000  0.45401E-01  0.56131E-01  0.45485E-01  0.56131E-01 -0.30387E-01 -0.84616E+02  0.73431E+02 -0.84623E+02  0.62585E+02 -0.19206E+02 -0.46193E+03 -0.40430E+03 -0.33304E+03  0.00000E+00  0.00000E+00  0.14802E+02  0.90619E+02  0.60182E+01   2794  0.00000E+00      0.000
     408.0000  0.39342E-01  0.52277E-01  0.39438E-01  0.52277E-01 -0.30179E-01 -0.84577E+02  0.73483E+02 -0.84584E+02  0.62637E+02 -0.19236E+02 -0.47975E+03 -0.41893E+03 -0.33391E+03  0.00000E+00  0.00000E+00  0.14676E+02  0.90619E+02  0.60576E+01   2795  0.00000E+00      0.000
     409.0000  0.65727E-01  0.55640E-01  0.65643E-01  0.55640E-01 -0.29852E-01 -0.84511E+02  0.73539E+02 -0.84518E+02  0.62693E+02 -0.19266E+02 -0.52918E+03 -0.43975E+03 -0.33516E+03  0.00000E+00  0.00000E+00  0.14528E+02  0.90619E+02  0.61233E+01   2796  0.00000E+00      0.000
     410.0000  0.00000E+00  0.15020E-01  0.10155E-02  0.15020E-01 -0.29451E-01 -0.84511E+02  0.73554E+02 -0.84517E+02  0.62708E+02 -0.19295E+02 -0.49511E+03 -0.44426E+03 -0.33685E+03  0.00000E+00  0.00000E+00  0.14443E+02  0.90619E+02  0.61243E+01   2797  0.00000E+00      0.000
     411.0000  0.00000E+00  0.31747E-01 -0.41811E-03  0.31747E-01 -0.28983E-01 -0.84511E+02  0.73586E+02 -0.84518E+02  0.62740E+02 -0.19324E+02 -0.47999E+03 -0.44102E+03 -0.33890E+03  0.00000E+00  0.00000E+00  0.14399E+02  0.90619E+02  0.61243E+01   2798  0.00000E+00      0.000
     412.0000  0.00000E+00  0.91169E-01 -0.14857E-02  0.91169E-01 -0.28431E-01 -0.84511E+02  0.73677E+02 -0.84519E+02  0.62831E+02 -0.19352E+02 -0.47811E+03 -0.44391E+03 -0.34118E+03  0.00000E+00  0.00000E+00  0.14339E+02  0.90619E+02  0.61243E+01   2799  0.00000E+00      0.000
     413.0000  0.35379E-01  0.68887E-01  0.35936E-01  0.68887E-01 -0.27822E-01 -0.84476E+02  0.73746E+02 -0.84483E+02  0.62900E+02 -0.19380E+02 -0.53521E+03 -0.46729E+03 -0.34368E+03  0.00000E+00  0.00000E+00  0.14185E+02  0.90619E+02  0.61602E+01   2800  0.00000E+00      0.000
     414.0000  0.76860E-02  0.11700E+00  0.64832E-02  0.11700E+00 -0.27183E-01 -0.84468E+02  0.73863E+02 -0.84477E+02  0.63017E+02 -0.19407E+02 -0.53587E+03 -0.47832E+03 -0.34636E+03  0.00000E+00  0.00000E+00  0.14081E+02  0.90619E+02  0.61667E+01   2801  0.00000E+00      0.000
     415.0000  0.36163E-01  0.10958E+00  0.36349E-01  0.10958E+00 -0.26509E-01 -0.84432E+02  0.73972E+02 -0.84440E+02  0.63126E+02 -0.19434E+02 -0.61194E+03 -0.51155E+03 -0.34919E+03  0.00000E+00  0.00000E+00  0.13901E+02  0.90619E+02  0.62031E+01   2802  0.00000E+00      0.000
     416.0000  0.71919E-01  0.80562E-01  0.72644E-01  0.80562E-01 -0.25803E-01 -0.84360E+02  0.74053E+02 -0.84368E+02  0.63207E+02 -0.19460E+02 -0.76449E+03 -0.55730E+03 -0.35214E+03  0.00000E+00  0.00000E+00  0.13694E+02  0.90619E+02  0.62757E+01   2803  0.00000E+00      0.000
     417.0000  0.41545E-01  0.11050E+00  0.40796E-01  0.11050E+00 -0.25065E-01 -0.84319E+02  0.74163E+02 -0.84327E+02  0.63317E+02 -0.19485E+02 -0.79278E+03 -0.58356E+03 -0.35523E+03  0.00000E+00  0.00000E+00  0.13547E+02  0.90619E+02  0.63165E+01   2804  0.00000E+00      0.000
     418.0000  0.23145E-01  0.94309E-01  0.23550E-01  0.94309E-01 -0.24299E-01 -0.84295E+02  0.74258E+02 -0.84303E+02  0.63412E+02 -0.19509E+02 -0.82276E+03 -0.61562E+03 -0.35848E+03  0.00000E+00  0.00000E+00  0.13389E+02  0.90619E+02  0.63401E+01   2805  0.00000E+00      0.000
     419.0000  0.31368E-01  0.12748E+00  0.30539E-01  0.12748E+00 -0.23497E-01 -0.84264E+02  0.74385E+02 -0.84273E+02  0.63539E+02 -0.19533E+02 -0.90274E+03 -0.64715E+03 -0.36183E+03  0.00000E+00  0.00000E+00  0.13240E+02  0.90619E+02  0.63706E+01   2806  0.00000E+00      0.000
     420.0000  0.72198E-01  0.12127E+00  0.72353E-01  0.12127E+00 -0.22665E-01 -0.84192E+02  0.74507E+02 -0.84200E+02  0.63661E+02 -0.19555E+02 -0.13695E+04 -0.72680E+03 -0.36531E+03  0.00000E+00  0.00000E+00  0.13017E+02  0.90619E+02  0.64430E+01   2807  0.00000E+00      0.000
     421.0000  0.49851E-01  0.14751E+00  0.49312E-01  0.14740E+00 -0.21797E-01 -0.84142E+02  0.74654E+02 -0.84151E+02  0.63808E+02 -0.19577E+02 -0.17059E+04 -0.80122E+03 -0.36892E+03  0.00000E+00  0.00000E+00  0.12824E+02  0.90619E+02  0.64923E+01   2808  0.00000E+00      0.000
     422.0000  0.48446E-01  0.13834E+00  0.49225E-01  0.13696E+00 -0.20907E-01 -0.84094E+02  0.74792E+02 -0.84102E+02  0.63945E+02 -0.19598E+02 -0.27531E+04 -0.92006E+03 -0.37268E+03  0.00000E+00  0.00000E+00  0.12608E+02  0.90619E+02  0.65415E+01   2809  0.00000E+00      0.000
     423.0000 -0.21230E-02  0.13956E+00 -0.21347E-02  0.13881E+00 -0.19990E-01 -0.84096E+02  0.74932E+02 -0.84104E+02  0.64084E+02 -0.19618E+02 -0.17820E+04 -0.95816E+03 -0.37652E+03  0.00000E+00  0.00000E+00  0.12451E+02  0.90629E+02  0.65494E+01   2822  0.00000E+00      0.000
     424.0000 -0.14280E-01  0.11538E+00 -0.14288E-01  0.11517E+00 -0.19022E-01 -0.84110E+02  0.75047E+02 -0.84118E+02  0.64199E+02 -0.19638E+02 -0.15232E+04 -0.97682E+03 -0.38057E+03  0.00000E+00  0.00000E+00  0.12330E+02  0.90659E+02  0.65651E+01   2835  0.00000E+00      0.000
     425.0000  0.14499E-01  0.11530E+00  0.14581E-01  0.11399E+00 -0.17958E-01 -0.84095E+02  0.75163E+02 -0.84104E+02  0.64313E+02 -0.19656E+02 -0.20982E+04 -0.10525E+04 -0.38504E+03  0.00000E+00  0.00000E+00  0.12183E+02  0.90659E+02  0.65797E+01   2838  0.00000E+00      0.000
     426.0000 -0.12000E+00  0.69172E-01 -0.12000E+00  0.69172E-01 -0.17381E-01 -0.84215E+02  0.75232E+02 -0.84224E+02  0.64382E+02 -0.19674E+02 -0.84031E+03 -0.91818E+03 -0.39077E+03  0.00000E+00  0.00000E+00  0.12216E+02  0.90779E+02  0.65797E+01   2851  0.00000E+00      0.000
     427.0000 -0.20000E-01  0.17779E+00 -0.20000E-01  0.17779E+00 -0.16880E-01 -0.84235E+02  0.75410E+02 -0.84244E+02  0.64560E+02 -0.19691E+02 -0.11595E+04 -0.99478E+03 -0.39618E+03  0.00000E+00  0.00000E+00  0.12042E+02  0.90799E+02  0.65797E+01   2864  0.00000E+00      0.000
     428.0000  0.00000E+00  0.17516E+00  0.36460E-04  0.17467E+00 -0.16390E-01 -0.84235E+02  0.75585E+02 -0.84244E+02  0.64735E+02 -0.19707E+02 -0.15541E+04 -0.11145E+04 -0.40148E+03  0.00000E+00  0.00000E+00  0.11850E+02  0.90799E+02  0.65797E+01   2867  0.00000E+00      0.000
     429.0000 -0.65000E+00  0.42424E-01 -0.65000E+00  0.42424E-01 -0.15906E-01 -0.84885E+02  0.75627E+02 -0.84894E+02  0.64777E+02 -0.19724E+02 -0.31937E+03 -0.70926E+03 -0.40671E+03  0.00000E+00  0.00000E+00  0.12440E+02  0.91449E+02  0.65797E+01   2888  0.00000E+00      0.000
     430.0000 -0.70000E-01  0.56584E-01 -0.70000E-01  0.56584E-01 -0.15428E-01 -0.84955E+02  0.75684E+02 -0.84964E+02  0.64834E+02 -0.19739E+02 -0.48824E+03 -0.64659E+03 -0.41188E+03  0.00000E+00  0.00000E+00  0.12438E+02  0.91519E+02  0.65797E+01   2901  0.00000E+00      0.000
     431.0000  0.21680E-02  0.85244E-01  0.21681E-02  0.85244E-01 -0.14955E-01 -0.84953E+02  0.75769E+02 -0.84962E+02  0.64919E+02 -0.19754E+02 -0.61091E+03 -0.65667E+03 -0.41699E+03  0.00000E+00  0.00000E+00  0.12342E+02  0.91519E+02  0.65817E+01   2904  0.00000E+00      0.000
